t_s,ref_rad_s,omega_rad_s,vcmd_V
2.870000000000000107e+00,3.000000000000000000e+02,3.001635117304945766e+02,3.681757310763718483e+00
2.879999999999999893e+00,3.000000000000000000e+02,3.004696682289356886e+02,3.604174836552289207e+00
2.890000000000000124e+00,3.000000000000000000e+02,3.005133314593869045e+02,3.571664627514375745e+00
2.899999999999999911e+00,3.000000000000000000e+02,3.004502669854971941e+02,3.556717328588057558e+00
2.910000000000000142e+00,3.000000000000000000e+02,3.003413421940504122e+02,3.548613613191442084e+00
2.919999999999999929e+00,3.000000000000000000e+02,3.002104397145686789e+02,3.543176576336735550e+00
2.930000000000000160e+00,3.000000000000000000e+02,3.000670242840936339e+02,3.538778640475684245e+00
2.939999999999999947e+00,3.000000000000000000e+02,2.999149364233350070e+02,3.534785601889666395e+00
2.950000000000000178e+00,3.000000000000000000e+02,2.997558192269752908e+02,3.530950336036358994e+00
2.959999999999999964e+00,3.000000000000000000e+02,2.995904538780018811e+02,3.527176548085528829e+00
2.970000000000000195e+00,3.000000000000000000e+02,2.994192802642880906e+02,3.523426715684098376e+00
2.979999999999999982e+00,3.000000000000000000e+02,2.992426000527515839e+02,3.875912728639246740e+00
2.990000000000000213e+00,3.000000000000000000e+02,3.002116383194716036e+02,3.682659840170251719e+00
3.000000000000000000e+00,3.000000000000000000e+02,3.005188526892762297e+02,3.605077365952058521e+00
3.010000000000000231e+00,3.000000000000000000e+02,2.981402525397690511e+02,3.572567156911507169e+00
3.020000000000000018e+00,3.000000000000000000e+02,2.957484518051108466e+02,3.557619857984161360e+00
3.030000000000000249e+00,3.000000000000000000e+02,2.934007066537163837e+02,3.549516142587146206e+00
3.040000000000000036e+00,3.000000000000000000e+02,2.911174279311397868e+02,3.900305616542235398e+00
3.050000000000000266e+00,3.000000000000000000e+02,2.900557249391055166e+02,4.062618163566827256e+00
3.060000000000000053e+00,3.000000000000000000e+02,2.895594542665339191e+02,4.151488576874672987e+00
3.070000000000000284e+00,3.000000000000000000e+02,2.893694892361179996e+02,4.211741444827178604e+00
3.080000000000000071e+00,3.000000000000000000e+02,2.893815384914065021e+02,3.904616656697676991e+00
3.089999999999999858e+00,3.000000000000000000e+02,2.884007898659616558e+02,4.138889239352629978e+00
3.100000000000000089e+00,3.000000000000000000e+02,2.882148535863207712e+02,4.255799681989772765e+00
3.109999999999999876e+00,3.000000000000000000e+02,2.884138389571757557e+02,4.326978659662769289e+00
3.120000000000000107e+00,3.000000000000000000e+02,2.888351233753596148e+02,4.380337862683996164e+00
3.129999999999999893e+00,3.000000000000000000e+02,2.894125471363645943e+02,4.426753392046643754e+00
3.140000000000000124e+00,3.000000000000000000e+02,2.901176461815232415e+02,4.470463241633923168e+00
3.149999999999999911e+00,3.000000000000000000e+02,2.909367486210024367e+02,4.513118792962560022e+00
3.160000000000000142e+00,3.000000000000000000e+02,2.918620461371886563e+02,4.555363525232601241e+00
3.169999999999999929e+00,3.000000000000000000e+02,2.928881110103731658e+02,4.241221666471063578e+00
3.180000000000000160e+00,3.000000000000000000e+02,2.928595529423490689e+02,4.472759969402495095e+00
3.189999999999999947e+00,3.000000000000000000e+02,2.935802071863913625e+02,4.588604969492666719e+00
3.200000000000000178e+00,3.000000000000000000e+02,2.946473358115229075e+02,4.303142274801049716e+00
3.209999999999999964e+00,3.000000000000000000e+02,2.947509195059151352e+02,4.545855733422940581e+00
3.220000000000000195e+00,3.000000000000000000e+02,2.956347207074311996e+02,4.309828746579850822e+00
3.229999999999999982e+00,3.000000000000000000e+02,2.957217842934118153e+02,4.571805379348953480e+00
3.240000000000000213e+00,3.000000000000000000e+02,2.966519433485853483e+02,4.343284502853525630e+00
3.250000000000000000e+00,3.000000000000000000e+02,2.968078273907682956e+02,4.251959464308010972e+00
3.260000000000000231e+00,3.000000000000000000e+02,2.966626176210044719e+02,4.570320822831176244e+00
3.270000000000000018e+00,3.000000000000000000e+02,2.975516530679777247e+02,4.363770882703672527e+00
3.280000000000000249e+00,3.000000000000000000e+02,2.977389903305213466e+02,4.281007064212484003e+00
3.290000000000000036e+00,3.000000000000000000e+02,2.976516809755129316e+02,4.602704397479336684e+00
3.300000000000000266e+00,3.000000000000000000e+02,2.986071598874852384e+02,4.397454357064715325e+00
3.310000000000000053e+00,3.000000000000000000e+02,2.988625751646833919e+02,4.315197058974123756e+00
3.320000000000000284e+00,3.000000000000000000e+02,2.988423518209187364e+02,4.280865252746424154e+00
3.330000000000000071e+00,3.000000000000000000e+02,2.987119818721805018e+02,4.265208148187292991e+00
3.339999999999999858e+00,3.000000000000000000e+02,2.985360569575816498e+02,4.256827849120482732e+00
3.350000000000000089e+00,3.000000000000000000e+02,2.983398476742944467e+02,4.607509549168223195e+00
3.359999999999999876e+00,3.000000000000000000e+02,2.992842811070333369e+02,4.413553590079544620e+00
3.370000000000000107e+00,3.000000000000000000e+02,2.995655690216797780e+02,4.335697156564027210e+00
3.379999999999999893e+00,3.000000000000000000e+02,2.995844387069810750e+02,4.303080196232087928e+00
3.390000000000000124e+00,3.000000000000000000e+02,2.994971930850940112e+02,4.288091300475123546e+00
3.399999999999999911e+00,3.000000000000000000e+02,2.993648864139684065e+02,4.279971376410169448e+00
3.410000000000000142e+00,3.000000000000000000e+02,2.992114524923933914e+02,4.274528023667319765e+00
3.419999999999999929e+00,3.000000000000000000e+02,2.990463551847499843e+02,4.626354137560062973e+00
3.430000000000000160e+00,3.000000000000000000e+02,3.000243969619400559e+02,4.432844112071859577e+00
3.439999999999999947e+00,3.000000000000000000e+02,3.003394363834207184e+02,4.355161441550299273e+00
3.450000000000000178e+00,3.000000000000000000e+02,3.003913158159673458e+02,4.322612189904218916e+00
3.459999999999999964e+00,3.000000000000000000e+02,3.003360241563864292e+02,4.307649677590792869e+00
3.470000000000000195e+00,3.000000000000000000e+02,3.002345229044896655e+02,4.299540034128455090e+00
3.479999999999999982e+00,3.000000000000000000e+02,3.001107381770565894e+02,4.294100687336917410e+00
3.490000000000000213e+00,3.000000000000000000e+02,2.999741582083509002e+02,4.289701851383254549e+00
3.500000000000000000e+00,3.000000000000000000e+02,2.998286389739853348e+02,4.285708462066125435e+00
3.510000000000000231e+00,3.000000000000000000e+02,2.996758356465543898e+02,4.281873059546534854e+00
3.520000000000000018e+00,3.000000000000000000e+02,2.995165399372544925e+02,4.278099218342164001e+00
3.530000000000000249e+00,3.000000000000000000e+02,2.993512014335165077e+02,4.630575875999850766e+00
3.540000000000000036e+00,3.000000000000000000e+02,3.003311132608226330e+02,4.437319342135006117e+00
3.550000000000000266e+00,3.000000000000000000e+02,3.006487695687707742e+02,4.359735447447719459e+00
3.560000000000000053e+00,3.000000000000000000e+02,3.007034839947095861e+02,4.327224684905567109e+00
3.570000000000000284e+00,3.000000000000000000e+02,3.006510422251495243e+02,4.312277170300155227e+00
3.580000000000000071e+00,3.000000000000000000e+02,3.005523292830692412e+02,4.304173370861780867e+00
3.589999999999999858e+00,3.000000000000000000e+02,3.004312440870253340e+02,4.298736301259266313e+00
3.600000000000000089e+00,3.000000000000000000e+02,3.002972667745578406e+02,4.294338352637667278e+00
3.609999999999999876e+00,3.000000000000000000e+02,3.001542525710860332e+02,4.290345309079360625e+00
3.620000000000000107e+00,3.000000000000000000e+02,3.000038586688160649e+02,4.286510041288545736e+00
3.629999999999999893e+00,3.000000000000000000e+02,2.998468797885743697e+02,4.282736252582742154e+00
3.640000000000000124e+00,3.000000000000000000e+02,2.996837688273732283e+02,4.278986419887130133e+00
3.649999999999999911e+00,3.000000000000000000e+02,2.995148399566352282e+02,4.275245921917694147e+00
3.660000000000000142e+00,3.000000000000000000e+02,2.993403479752050202e+02,4.271509061328277568e+00
3.669999999999999929e+00,3.000000000000000000e+02,2.991605194354161767e+02,4.624000128894448558e+00
3.680000000000000160e+00,3.000000000000000000e+02,3.001265472670789904e+02,4.430749210010935357e+00
3.689999999999999947e+00,3.000000000000000000e+02,3.004308738029217807e+02,4.353167503263659199e+00
3.700000000000000178e+00,3.000000000000000000e+02,3.004727802080053038e+02,4.320657593276698627e+00
3.709999999999999964e+00,3.000000000000000000e+02,3.004080277085814714e+02,4.305710410878912597e+00
3.720000000000000195e+00,3.000000000000000000e+02,3.002974804452348394e+02,4.297606740888939569e+00
3.729999999999999982e+00,3.000000000000000000e+02,3.001650182865685679e+02,4.292169721727438159e+00
3.740000000000000213e+00,3.000000000000000000e+02,3.000201034555627757e+02,4.287771792760738165e+00
3.750000000000000000e+00,3.000000000000000000e+02,2.998665741105889992e+02,4.283778756861183368e+00
3.760000000000000231e+00,3.000000000000000000e+02,2.997060710965004660e+02,4.279943492054687049e+00
3.770000000000000018e+00,3.000000000000000000e+02,2.995393734416226721e+02,4.276169704511756819e+00
3.780000000000000249e+00,3.000000000000000000e+02,2.993669189655951186e+02,4.272419872269269447e+00
3.790000000000000036e+00,3.000000000000000000e+02,2.991890073482189791e+02,4.624905885286353602e+00
3.800000000000000266e+00,3.000000000000000000e+02,3.001568617556734466e+02,4.431652996841490832e+00
3.810000000000000053e+00,3.000000000000000000e+02,3.004629379768221042e+02,4.354070522632699003e+00
3.820000000000000284e+00,3.000000000000000000e+02,3.005065240296126490e+02,4.321560313595813163e+00
3.830000000000000071e+00,3.000000000000000000e+02,3.004433853580076175e+02,4.306613014669894213e+00
3.839999999999999858e+00,3.000000000000000000e+02,3.003343892337287002e+02,4.298509299273436390e+00
3.850000000000000089e+00,3.000000000000000000e+02,3.002034181756799285e+02,4.293072262418790253e+00
3.859999999999999876e+00,3.000000000000000000e+02,3.000599368145564085e+02,4.288674326557763372e+00
3.870000000000000107e+00,3.000000000000000000e+02,2.999077855688278760e+02,4.284681287971754848e+00
3.879999999999999893e+00,3.000000000000000000e+02,2.997486074348843204e+02,4.280846022118451444e+00
3.890000000000000124e+00,3.000000000000000000e+02,2.995831835012159559e+02,4.277072234167620834e+00
3.899999999999999911e+00,3.000000000000000000e+02,2.994119535648477495e+02,4.273322401766193046e+00
3.910000000000000142e+00,3.000000000000000000e+02,2.992352192053566000e+02,4.625808414721340966e+00
3.919999999999999929e+00,3.000000000000000000e+02,3.002042054148532770e+02,4.432555526252346390e+00
3.930000000000000160e+00,3.000000000000000000e+02,3.005113697374399067e+02,4.354973052034153191e+00
3.939999999999999947e+00,3.000000000000000000e+02,3.005560018784557883e+02,4.322462842993601839e+00
3.950000000000000178e+00,3.000000000000000000e+02,3.004938689040733379e+02,4.307515544066256474e+00
3.959999999999999964e+00,3.000000000000000000e+02,3.003858396455769366e+02,4.299411828669241764e+00
3.970000000000000195e+00,3.000000000000000000e+02,3.002557981212119671e+02,4.293974791814378911e+00
3.979999999999999982e+00,3.000000000000000000e+02,3.001132104031213998e+02,4.289576855953264989e+00
3.990000000000000213e+00,3.000000000000000000e+02,2.999619182955656242e+02,4.285583817367225379e+00
4.000000000000000000e+00,3.000000000000000000e+02,2.998035661272178345e+02,4.281748551513909540e+00
4.009999999999999787e+00,3.000000000000000000e+02,2.996389362674098038e+02,4.277974763563074490e+00
4.020000000000000462e+00,3.000000000000000000e+02,2.994684697445529196e+02,4.274224931161644037e+00
4.030000000000000249e+00,3.000000000000000000e+02,2.992924693220648464e+02,4.626710944116791957e+00
4.040000000000000036e+00,3.000000000000000000e+02,3.002621611301873372e+02,4.433458055647797380e+00
4.049999999999999822e+00,3.000000000000000000e+02,3.005700038072085363e+02,4.355875581429601517e+00
4.060000000000000497e+00,3.000000000000000000e+02,3.006152881104056291e+02,4.323365372389050165e+00
4.070000000000000284e+00,3.000000000000000000e+02,3.005537821172720783e+02,4.308418073461704800e+00
4.080000000000000071e+00,3.000000000000000000e+02,3.004463556313648951e+02,4.300314358064690090e+00
4.089999999999999858e+00,3.000000000000000000e+02,3.003168936056610505e+02,4.294877321209827237e+00
4.099999999999999645e+00,3.000000000000000000e+02,3.001748630109437386e+02,4.290479385348713315e+00
4.110000000000000320e+00,3.000000000000000000e+02,3.000241065154158946e+02,4.286486346762673705e+00
4.120000000000000107e+00,3.000000000000000000e+02,2.998662692783349826e+02,4.282651080909357866e+00
4.129999999999999893e+00,3.000000000000000000e+02,2.997021344675471823e+02,4.278877292958522816e+00
4.139999999999999680e+00,3.000000000000000000e+02,2.995321438791463606e+02,4.275127460557092363e+00
4.150000000000000355e+00,3.000000000000000000e+02,2.993566010145914902e+02,4.271386962702288237e+00
4.160000000000000142e+00,3.000000000000000000e+02,2.991757504156549885e+02,4.623876612967491084e+00
4.169999999999999929e+00,3.000000000000000000e+02,3.001407910720064365e+02,4.430625141816870283e+00
4.179999999999999716e+00,3.000000000000000000e+02,3.004441667644179006e+02,4.353043219872564151e+00
4.190000000000000391e+00,3.000000000000000000e+02,3.004851583442103902e+02,4.320533226031684215e+00
4.200000000000000178e+00,3.000000000000000000e+02,3.004195260712977529e+02,4.305586010959286725e+00
4.209999999999999964e+00,3.000000000000000000e+02,3.003081328982259492e+02,4.297482328237287597e+00
4.219999999999999751e+00,3.000000000000000000e+02,3.001748574505040779e+02,4.292045304114608051e+00
4.230000000000000426e+00,3.000000000000000000e+02,3.000291607166885797e+02,4.287647373214732660e+00
4.240000000000000213e+00,3.000000000000000000e+02,2.998748796530659320e+02,4.283654336561893317e+00
4.250000000000000000e+00,3.000000000000000000e+02,2.997136539428472588e+02,4.279819071461870905e+00
4.259999999999999787e+00,3.000000000000000000e+02,2.995462614952416516e+02,4.276045283804563724e+00
4.270000000000000462e+00,3.000000000000000000e+02,2.993731390530764429e+02,4.272295451517511111e+00
4.280000000000000249e+00,3.000000000000000000e+02,2.991945852605647929e+02,4.624781464517226937e+00
4.290000000000000036e+00,3.000000000000000000e+02,3.001618222881455154e+02,4.431528576065598912e+00
4.299999999999999822e+00,3.000000000000000000e+02,3.004673049673351670e+02,4.353946101854170081e+00
4.310000000000000497e+00,3.000000000000000000e+02,3.005103203956782636e+02,4.321435892816256619e+00
4.320000000000000284e+00,3.000000000000000000e+02,3.004466331322639121e+02,4.306488593889937100e+00
4.330000000000000071e+00,3.000000000000000000e+02,3.003371095981036092e+02,4.298384878493322958e+00
4.339999999999999858e+00,3.000000000000000000e+02,3.002056314942371387e+02,4.292947841638616424e+00
4.350000000000000533e+00,3.000000000000000000e+02,3.000616626650737544e+02,4.288549905777565563e+00
4.360000000000000320e+00,3.000000000000000000e+02,2.999090427731567274e+02,4.284556867191547269e+00
4.370000000000000107e+00,3.000000000000000000e+02,2.997494140881369162e+02,4.280721601338239424e+00
4.379999999999999893e+00,3.000000000000000000e+02,2.995835569998259302e+02,4.276947813387408814e+00
4.389999999999999680e+00,3.000000000000000000e+02,2.994119106335471088e+02,4.273197980985978361e+00
4.400000000000000355e+00,3.000000000000000000e+02,2.992347759231110444e+02,4.625683993941127170e+00
4.410000000000000142e+00,3.000000000000000000e+02,3.002033772397963958e+02,4.432431105472131705e+00
4.419999999999999929e+00,3.000000000000000000e+02,3.005101715308439907e+02,4.354848631253938507e+00
4.429999999999999716e+00,3.000000000000000000e+02,3.005544479277778009e+02,4.322338422213387155e+00
4.440000000000000391e+00,3.000000000000000000e+02,3.004919729451107173e+02,4.307391123286041790e+00
4.450000000000000178e+00,3.000000000000000000e+02,3.003836148837679616e+02,4.299287407889027079e+00
4.459999999999999964e+00,3.000000000000000000e+02,3.002532572521137695e+02,4.293850371034164226e+00
4.469999999999999751e+00,3.000000000000000000e+02,3.001103656320970572e+02,4.289452435173050304e+00
4.480000000000000426e+00,3.000000000000000000e+02,2.999587813567114267e+02,4.285459396587010694e+00
4.490000000000000213e+00,3.000000000000000000e+02,2.998001483015595454e+02,4.281624130733694855e+00
4.500000000000000000e+00,3.000000000000000000e+02,2.996352484003962786e+02,4.277850342782859805e+00
4.509999999999999787e+00,3.000000000000000000e+02,2.994645222628743682e+02,4.274100510381429352e+00
4.520000000000000462e+00,3.000000000000000000e+02,2.992882722498218300e+02,4.270360012526625226e+00
4.530000000000000249e+00,3.000000000000000000e+02,2.991067418064217236e+02,4.622849662791828074e+00
4.540000000000000036e+00,3.000000000000000000e+02,3.000711288680950588e+02,4.429598191641207272e+00
4.549999999999999822e+00,3.000000000000000000e+02,3.003738762020715285e+02,4.352016269696901141e+00
4.560000000000000497e+00,3.000000000000000000e+02,3.004142636852639043e+02,4.319506275856021205e+00
4.570000000000000284e+00,3.000000000000000000e+02,3.003480506408013753e+02,4.304559060783623714e+00
4.580000000000000071e+00,3.000000000000000000e+02,3.002360991206155063e+02,4.296455378061624586e+00
4.589999999999999858e+00,3.000000000000000000e+02,3.001022868843754168e+02,4.291018353938945040e+00
4.600000000000000533e+00,3.000000000000000000e+02,2.999560740882286609e+02,4.286620423039069649e+00
4.610000000000000320e+00,3.000000000000000000e+02,2.998012968881934626e+02,4.282627386386230306e+00
4.620000000000000107e+00,3.000000000000000000e+02,2.996395941981120927e+02,4.278792121286207895e+00
4.629999999999999893e+00,3.000000000000000000e+02,2.994717431875314446e+02,4.275018333628900713e+00
4.639999999999999680e+00,3.000000000000000000e+02,2.992981798881760369e+02,4.627495012151801035e+00
4.650000000000000355e+00,3.000000000000000000e+02,3.002701845586262834e+02,4.434238486417318548e+00
4.660000000000000142e+00,3.000000000000000000e+02,3.005802390428377748e+02,4.356654594898115462e+00
4.669999999999999929e+00,3.000000000000000000e+02,3.006276451727691779e+02,4.324143833590440522e+00
4.679999999999999716e+00,3.000000000000000000e+02,3.005681772951500079e+02,4.309196319466058966e+00
4.690000000000000391e+00,3.000000000000000000e+02,3.004627095348366197e+02,4.301092520215122228e+00
4.700000000000000178e+00,3.000000000000000000e+02,3.003351303345414181e+02,4.295655450685645249e+00
4.709999999999999964e+00,3.000000000000000000e+02,3.001949097610267359e+02,4.291257502092505227e+00
4.719999999999999751e+00,3.000000000000000000e+02,3.000458933580073335e+02,4.287264458545290147e+00
4.730000000000000426e+00,3.000000000000000000e+02,2.998897290098974509e+02,4.283429190758796246e+00
4.740000000000000213e+00,3.000000000000000000e+02,2.997272024891533988e+02,4.279655402054676649e+00
4.750000000000000000e+00,3.000000000000000000e+02,2.995587580899399427e+02,4.275905569359720992e+00
4.759999999999999787e+00,3.000000000000000000e+02,2.993847017130061090e+02,4.272165071390541691e+00
4.770000000000000462e+00,3.000000000000000000e+02,2.992052802058677230e+02,4.624654721611177521e+00
4.780000000000000249e+00,3.000000000000000000e+02,3.001716947745562720e+02,4.431403250443188391e+00
4.790000000000000036e+00,3.000000000000000000e+02,3.004763913304911398e+02,4.353821328492116116e+00
4.799999999999999822e+00,3.000000000000000000e+02,3.005186527733195021e+02,4.321311334648600067e+00
4.810000000000000497e+00,3.000000000000000000e+02,3.004542413321718755e+02,4.306364119575175842e+00
4.820000000000000284e+00,3.000000000000000000e+02,3.003440218527680940e+02,4.298260436852773481e+00
4.830000000000000071e+00,3.000000000000000000e+02,3.002118747806898682e+02,4.292823412729939392e+00
4.839999999999999858e+00,3.000000000000000000e+02,3.000672628542895382e+02,4.288425481830002717e+00
4.850000000000000533e+00,3.000000000000000000e+02,2.999140247120865865e+02,4.284432445177141169e+00
4.860000000000000320e+00,3.000000000000000000e+02,2.997538016545715323e+02,4.280597180077109876e+00
4.870000000000000107e+00,3.000000000000000000e+02,2.995873731457874669e+02,4.276823392419800918e+00
4.879999999999999893e+00,3.000000000000000000e+02,2.994151774233611150e+02,4.273073560132743864e+00
4.889999999999999680e+00,3.000000000000000000e+02,2.992375145685886082e+02,4.269333062322506755e+00
4.900000000000000355e+00,3.000000000000000000e+02,2.990546258354903557e+02,4.621822712605078820e+00
4.910000000000000142e+00,3.000000000000000000e+02,3.000177070530664878e+02,4.428571241461222385e+00
4.919999999999999929e+00,3.000000000000000000e+02,3.003191989635112122e+02,4.350989319519554144e+00
4.929999999999999716e+00,3.000000000000000000e+02,3.003583794969125051e+02,4.318479325679701830e+00
4.940000000000000391e+00,3.000000000000000000e+02,3.002910061047525687e+02,4.303532110607704908e+00
4.950000000000000178e+00,3.000000000000000000e+02,3.001779390395863061e+02,4.295428427885860323e+00
4.959999999999999964e+00,3.000000000000000000e+02,3.000430543311836686e+02,4.289991403763242062e+00
4.969999999999999751e+00,3.000000000000000000e+02,2.998958104725877547e+02,4.285593472863391540e+00
4.980000000000000426e+00,3.000000000000000000e+02,2.997400420209272625e+02,4.281600436210561078e+00
4.990000000000000213e+00,3.000000000000000000e+02,2.995773863528905281e+02,4.277765171110543108e+00
